,user_id,item_id,story,casting,direction,images,music,rating
46,jSkFPJqSeiPi6zp7ib3ScbY-/,331823,3,3,3,4,4,4.0
47,LJA8iHmedC3H900c4dya14U-/,330764,4,4,5,5,4,4.0
48,VW__wteFYCAsEgV1VA--/,336808,3,3,3,4,4,3.0
49,v5RxoqWCYSOh.SWABg--/,325714,5,3,3,3,5,4.0
50,SnZ7o_OaejjTZq_MLiQdQvjNdri1/,347154,2,4,3,3,4,2.0
51,qj19ZVmbdD1K8yx_Gy5HR4cvBxE-/,335874,1,2,3,1,2,2.0
52,CL5C7VySejw6MevboIRJBR1z/,324789,3,4,3,3,2,3.0
53,5OqNqnmHdCNV.7XODg--/,338115,4,5,5,4,4,5.0
54,mWQiEdScfDy1iZ94dQ--/,335605,3,3,3,5,3,3.0
55,kpF7UZeTcnlcX8tuQUc-/,340335,5,4,5,4,5,5.0
56,zeww52WefCULVDa3cA--/,326289,4,5,4,3,4,5.0
57,ayE7rAqefCXKvkXrAAMK/,327707,2,0,2,3,3,2.0
58,7OlMbwqGfDzgZQz5Kj04tT7QP5bD/,161136,3,4,3,3,3,3.0
59,_NoChg.DezuRA68GytM-/,54853,2,2,3,3,4,2.0
60,VB3iyWCPejdQX8QkFg--/,335517,4,4,4,3,4,4.0
61,YWmTGa6YcDzUo7v7GAKhKT8-/,336193,3,4,2,3,2,4.0
62,H87F8QiFdCd8nlQQOiIq6Q--/,340064,3,5,4,3,4,4.0
63,XvAxCFiRfSaorfN5PA--/,323681,3,5,5,5,5,4.0
64,Gg669FWedC0sqaAtFWyWJ0dK/,321594,1,3,3,3,3,1.0
65,9QziJTuCdDrtECq39.yTfEtKhw--/,339931,4,5,5,5,4,5.0
66,7qHs61ubejz7K3uPxDHr/,331366,5,4,5,5,5,5.0
67,qSH91DuGYDoQPT5f1g--/,340019,4,5,5,4,5,5.0
68,AQOug6yXcit7JU_zDXpNCVo-/,339967,4,4,4,5,4,5.0
69,MC3PI8uPYCWbmQJ2QvL2bMI-/,324194,2,3,3,3,3,3.0
70,0ZHpmzqQZSkpvRgW/,339967,5,4,5,5,4,5.0
71,p3WNpCmbeimIZI4lzFm7/,329927,3,4,3,4,5,3.0
72,vcRYSieadDroKnEbLRVAuNAJyxaL/,319160,4,4,4,4,3,4.0
73,RrlThTCVfTt2rnj57Q--/,335897,2,2,4,5,3,3.0
74,Jq9wXxyEcCgKJJ5OnTPqfEw-/,327925,4,5,4,4,4,4.0
75,2v68wlKZfie.kFTCxy5axa0-/,321911,3,5,5,4,5,5.0
76,Brnx0TmbbCoTWszcPb4vug--/,344013,5,4,5,5,4,5.0
77,m_TOBNSGdD5A3Wuf/,336755,4,4,4,5,5,5.0
78,r_m8EFGFfSdXgl2tz..Ghg--/,328125,1,2,1,3,4,1.0
79,IzuYYgWXfi9X4uArMko-/,327928,3,3,4,4,3,4.0
80,ZdAq7qKfeC8kaBQgFYuBhQ--/,144198,5,1,5,4,3,5.0
81,eROprx2dfCrmpQy1/,327866,1,4,2,3,4,1.0
82,uxcAES2bdDwv8PJeTzUBKP2XLz4-/,240353,4,5,5,5,5,5.0
83,HDEN8GaXeyDVxg3XA810/,326032,4,5,5,5,5,4.0
84,gENESQuFZhFTM.icu4oK9w--/,322605,3,4,3,3,3,3.0
85,Ba90I1aXZy36lVo2A3W9ORga/,338776,5,5,4,5,5,4.0
86,rmdNPliddCv6CBcUeE5zVG0KGAI_/,337733,4,3,4,4,4,3.0
87,EJv.6pqbdCCFD3By6KTs8eoY/,326294,4,3,4,5,4,5.0
88,L_SO.ueefDxkqRBTD15TGyzPibpr/,334834,4,4,3,3,3,4.0
89,eYYfPXiZdiswtoIY.2EQCA--/,54636,2,3,2,2,2,2.0
90,mobaujCddCNuAYBdNA--/,342201,4,5,5,5,3,4.0
91,rm_hlwuFfSeaK28Zr9lvIkE-/,330245,5,5,4,4,5,5.0
92,P7NtKZuPdjyededDrQ--/,348248,2,5,2,5,3,3.0
93,uMhkOwOXeSJvo00k7Q--/,332771,5,5,4,5,5,5.0
94,DjtrW2OUYCi9Xqeh9SBRqPI-/,334089,4,5,5,5,4,4.0
95,JTHESjKCcDq1hARx1YfJZiMH_Dbzdw--/,324255,3,3,3,2,2,3.0
96,1fgwuOWbfCVfa7olMaJW/,339678,4,4,5,5,5,5.0
97,j5hcfhqPej2FjROEU_qBRG.pubE-/,329522,4,5,4,5,5,4.0
98,hP.MegyCfTsSoAd48lBp/,327529,4,5,5,5,5,4.0
99,CD1sYrudfCB7Z.oOS2HDCJTxEKkV/,329294,2,3,3,3,2,3.0
100,MgFxbmiFYD7Prb4oJTMUu9500A--/,346152,3,3,1,3,2,2.0
101,ubt9fzifZyfspBeQR1WvXdpPCAE-/,25720,3,4,4,3,3,4.0
102,dth6ATyYdCEfMHYdignyYrqwBE4TBg--/,329614,3,4,4,3,4,3.0
103,W_4IR1.XeCDVt3Sck3fFOAw-/,328681,2,3,3,2,1,2.0
104,Hsr6LPCPej08JMtLcMpUz5s-/,330245,4,4,5,3,3,4.0
105,xLrZSWCbdDwWXxpSdQq3/,345075,4,5,5,5,5,5.0
106,eYYfPXiZdiswtoIY.2EQCA--/,341227,2,4,2,3,2,2.0
107,NZAcJQiQYDwZyiwIOcjS1XUlf1xVt_k-/,328895,5,5,5,4,5,5.0
108,JF2jP8aFbSMApQPHQQ--/,327000,3,4,3,5,3,4.0
109,dEFXVeCcdC2tq3MWd1yAnA--/,336592,4,5,5,5,5,5.0
110,jwWMYSqddDc7IUEj_fNBZGXV/,327667,5,3,4,5,5,5.0
111,Xt7WikSFfSFfcuB34OGO5BW3/,335594,2,3,3,3,4,3.0
112,Y7ELoz2PdCDUKu0Y17I-/,330464,4,4,4,5,3,4.0
113,rkOf8e2SdCd7cLaOqbg-/,331380,5,5,5,5,4,5.0
114,YAsUTimFYSGivFrAHQE-/,326220,2,5,3,3,3,3.0
115,5UrQaEadYSWw6xI3yVlt/,330289,2,3,2,2,2,2.0
116,CecX8iqbdCCBv47WWzP01GU-/,328448,4,5,5,4,4,4.0
117,oczcJYiFZiCU5Bkq7g--/,341452,5,5,5,4,4,5.0
118,TV.q8BaCejxaNPkOubmL2A--/,328975,1,3,2,3,3,1.0
119,8BbdaZabSiVSXMgzbg8-/,325647,2,5,4,4,4,3.0
120,h6gYtZqcdD7YGCGW1dQQKOM-/,336481,4,5,5,4,4,5.0
121,KC0arIyddDR.R0Ap/,326063,3,4,2,3,3,3.0
122,50WgR8mcdD1Yj.P_Fsy8Tg--/,325865,2,2,1,3,2,1.0
123,MNyxHZWefCXa7_tv4Lo-/,332731,5,5,4,3,3,4.0
124,.Th12PyefDyzVJ2KIO163AS./,336888,4,5,4,4,4,4.0
125,hbHmZNSFYCedztisbV6CfjGn/,323638,5,5,4,5,5,5.0
126,MTZicsSPcTkeaYeW2A--/,334301,4,4,4,4,3,4.0
127,ubt9fzifZyfspBeQR1WvXdpPCAE-/,332707,2,3,4,4,4,4.0
128,fXJ57K2edCCFBz6D/,340851,4,5,5,4,5,5.0
129,4qFtppqffjuXVWLrpeMa/,324074,2,1,3,1,2,2.0
130,Fg7MxqOUeTtk5iqIU7XGywjB2A--/,242063,3,4,4,3,3,3.0
131,6rCynV6dejcXLZGa7hs45xwd/,338199,4,5,4,4,3,4.0
132,uZqZWlyQciCplDc0iQ--/,327926,5,3,4,4,3,5.0
133,VCSFlaiMdHjWU.5l/,238297,2,3,3,3,3,2.0
134,_YTgWkyffi8VnJltlO16/,336078,4,5,4,4,4,4.0
135,fhjKlKaReiC93ruiRA95/,325318,2,3,3,5,4,4.0
136,9sgJHb.DeycEZVgQyoA-/,338678,3,3,5,5,5,4.0
137,1FzD0cmBYnx9Gbkqvg--/,329887,4,3,3,4,3,4.0
138,H0Yc5YGFfD2FpcgI4A--/,234857,5,3,3,4,5,3.0
139,fVIyLnydbCG7.qBbTow-/,341699,3,2,3,5,3,3.0
140,LC7vbA.CZiaiNwNUGW9l/,342005,1,4,3,4,3,3.0
141,WEFEy26XficOLTDarAhT/,322538,3,3,3,4,4,4.0
142,VweqqkOffiv0FyxPTxx5iBtj4w--/,330915,3,4,2,2,3,3.0
143,lrVtk5GXdyuJsdwmTmZJ/,240710,3,5,5,5,5,5.0
144,GgRYY2GXficjFiOdzj0tjg--/,333497,5,4,5,5,5,5.0
145,1fFWFTiQYCPwubUnV32kEA--/,346876,5,4,5,4,3,4.0
146,.B8l96iDeCvYGIKBOAjXGz4-/,320680,5,5,4,4,3,5.0
147,7Tzj6HSFfCkatLXFoJJi/,332598,4,5,5,5,5,4.0
148,PbUUpbmAcCnC4Qg5tw--/,325136,4,4,4,5,5,4.0
149,lTenZqyFdCfJ.UvQrwAl0A--/,324563,3,3,3,4,4,3.0
150,85yTyhmdfSMq_GlWgfllnA--/,327995,3,4,4,3,3,3.0
151,hk1Zv5aaejjSnGodOO3fuYA-/,346182,1,2,1,1,1,2.0
152,tJ_vBNyPYDrx0P__/,322654,4,5,4,4,4,4.0
153,dTVeG3.PYDr2CKYkBovy/,323459,2,2,1,1,1,2.0
154,1Oo34.eFfjYmcrN4jg--/,333529,4,4,4,3,3,4.0
155,6GtUDhaHdjkH74ZB3A--/,349059,2,4,1,2,1,2.0
156,Mv5JT3uZdiYm5FYewts-/,330473,1,3,4,4,2,1.0
157,0K0n5.6EdDpROKA-/,338649,5,5,5,4,4,5.0
158,SM.O1WaCeiVe_KEF.HNW2A--/,334915,3,4,3,3,3,3.0
159,cK.WVO.ddD1EUKISGNI-/,328315,2,3,3,4,3,2.0
160,DunMTEibdDwmclhr54zAfQA-/,333832,2,3,3,3,2,2.0
161,EpVAM_.CdDwCumX7dNj3/,346341,5,4,5,5,4,5.0
162,HgV.Z6GBfCAX0hmptKM-/,330915,3,4,4,3,3,4.0
163,7hY3.BqUdCA14yYcmQ--/,327204,4,4,3,3,1,4.0
164,rnmp4mKdYDy7y90D2ATQC3uC/,323686,5,5,5,4,5,5.0
165,1vCkKI.SejvuQo294cmOZ60-/,327936,2,3,3,4,4,4.0
166,885BYUOSZxGaxHbeODFKqsDYsWfQTqt2/,318674,3,4,4,5,5,4.0
167,0KLfcRydbC8cIOGN_8H0c2Fug5A-/,328056,3,5,5,3,3,4.0
168,7qOeHmWFdCC6VItljEE5j61MNf4-/,325829,3,5,4,5,5,5.0
169,KFlNECmCdCXDT_rG6gimRf7TBHkmyoI-/,14382,4,4,4,3,5,4.0
170,PvIawyqAdCcGk7_bfiVNrQ--/,335612,5,4,5,5,4,5.0
171,.Tc8CryEfiS_hqGq6Q--/,328470,2,3,2,3,2,2.0
172,3ER9QJuRcCDfXQ0srto-/,334576,2,3,2,2,3,3.0
173,2KYt9lGdcCC7.JJmkQ--/,334516,3,3,3,4,3,3.0
174,5sXHPEuCdzxNoRbT3A--/,330573,4,3,3,5,4,4.0
175,hQuMh_2BeiHVWP6VU3nTU1pd/,318834,2,3,3,3,2,2.0
176,LmqxutSddCDLkrM1IdXz/,327066,2,2,2,4,2,2.0
177,Dfv1LaeFeCZSl27l/,327598,4,4,5,5,4,5.0
178,Y4RyFPeddDTD.hYoRQHvXg--/,341532,3,4,3,4,3,3.0
179,nHgSPWGFcC9pUwHRRioL/,328955,3,5,3,3,3,3.0
180,zYxQVl2FYDpBOSz_xdEkceSRPjLM/,330690,2,3,3,5,5,4.0
181,g_BzMCeEfDxYRtuPdJ0-/,335381,4,5,4,4,4,4.0
182,olpeadeGcCXaMkMWPUw-/,342205,4,4,3,4,5,5.0
183,5Vw8qoKfditt_uHPTB7i1hVi/,326745,5,5,5,5,3,5.0
184,8YcLKs.edDwW9In.9GnCK5A-/,325271,3,5,5,5,4,3.0
185,TAdf8uSbeiGe23An80zpbdx1Qg--/,325865,5,5,4,4,4,5.0
186,DToAEEGGdD3lqANwQxJqSz0-/,346643,2,2,1,2,1,2.0
187,TVH0pWifcDc5rL3NTdW3/,6417,1,1,1,1,4,2.0
188,Tp9pBIKbeiOtmGjm4CyDOiQ-/,326744,4,5,5,5,5,4.0
189,lH.kcBiXeyCS0H39.xU-/,330813,2,3,2,4,3,2.0
190,GR127nmddDRsea8V3M4-/,336306,1,5,1,3,1,1.0
191,oSL1WESXJX4SM0hYBg--/,22259,3,5,5,3,3,4.0
192,vOg0cdaddDp1dSIStYDPKA--/,327925,4,4,3,4,3,4.0
193,w73iXqqQejyCtlvxeoYH.Dpa538-/,337671,4,5,5,5,4,4.0
194,vkUzgP2XfSHQOPIGT8.M/,328747,2,4,3,2,3,2.0
195,RHBmETOFcDgD6KARwFVLl6yhGdo-/,329811,4,5,4,4,3,4.0
196,vo0adHybfDtJ.v51EUQa9iPcKw--/,331508,4,5,5,5,5,4.0
197,WunQV4meSidm6j350Ifp/,328315,3,4,4,4,3,3.0
198,BiNtTw.FdCVDTVMTnQ--/,342205,3,4,4,4,4,4.0
199,IzuYYgWXfi9X4uArMko-/,330434,3,4,4,4,3,3.0
200,3JN.vhudfCF8oQznpQ--/,327384,5,5,5,5,4,5.0
201,hVhn0GqefDz81pOqaty0PQ--/,338319,5,4,4,5,4,5.0
202,eyXgMl6fZzvqa4TX/,328377,5,5,4,4,5,5.0
203,1X186g6GeS_to4SMGn9CbQ--/,332812,1,3,1,1,3,1.0
204,xnYW0jWSYCqKfiVpeiBs/,337899,3,5,3,4,3,3.0
205,k7QkUyWCeilMoGJT/,346052,5,3,4,4,3,4.0
206,I0C0X8GebSU1oZ3Chw--/,321184,3,4,4,5,4,4.0
207,HffUZzCddDpJhHmJwYlhQXHE0oo-/,337734,4,5,4,5,5,4.0
208,MG4mC4iCeiP1vo.zCsyfMhkyMrMn/,343946,3,4,2,3,2,3.0
209,y0wbYv.FfSf9nVykN428h1aG/,321766,5,5,5,4,4,4.0
210,I3udOnyceiU406.vG47GLWQ-/,9889,4,3,4,4,3,3.0
211,8ajQxa.CejfR0Qv4RUVZ/,335612,5,4,5,5,5,5.0
212,sWaGyB6FYCMmg9CO7rfZNWo-/,327396,4,3,3,3,4,4.0
213,ZuZNTYWSfzZs22E8mQ--/,325136,3,3,3,4,4,3.0
214,c5zMbbWZZnafxXuoQ6cJ/,330434,4,4,4,3,3,4.0
215,IdxP7yGbeiBjsfutuQ--/,346480,3,4,2,3,3,4.0
216,lCWcWEWYbC9XnKgjHRYz/,335872,1,2,1,2,3,1.0
217,AzRGFFuFJXjleDSoMIoXr74ioLDdTQ--/,342159,4,5,5,4,5,5.0
218,Tmdu0ySbdD31Jz5T04jx2fZStRQ-/,346665,1,1,1,3,2,3.0
219,RKDBIUuCdCMFfkYk53w-/,335565,3,4,3,4,0,3.0
220,rG.aHLmYfCvEBGz14g--/,337731,2,3,3,4,3,3.0
221,2LhHG86HfyMEWznwgw--/,342818,2,3,2,3,3,3.0
222,TFjJJQyPZjfO6no-/,322891,3,4,4,4,3,4.0
223,3qJ2u0uPYCNtc5zEbGPXiuk-/,325102,1,1,1,1,2,1.0
224,TODLM.mefDfY1suOKD5f/,346365,4,5,5,5,5,5.0
225,349BDoWSey07p3Ix9g--/,327706,4,4,4,3,3,4.0
226,vujz9yOTfCVp8GcZ/,341927,4,4,4,4,3,4.0
227,VW__wteFYCAsEgV1VA--/,345215,3,4,4,4,3,4.0
228,tiXq4EqdejoL0RQBhcifpLk-/,336758,3,4,4,4,3,4.0
229,Q3xhHv6Xfiec5LbqgjL_wA--/,323818,2,3,2,3,3,2.0
230,VayVTZyTYyvE0ep1ZhsJ.M_deA--/,325650,4,5,4,5,4,4.0
231,Z9sLOMeCcDpbDZY0CAt0GA--/,321603,2,5,3,5,4,5.0
232,TL4vEz.UdCXjferdmkML/,330690,3,1,1,2,3,2.0
233,jok76HaPej2u6WseNwbcrXY_mw--/,326745,5,3,5,4,5,5.0
234,bsXuJwSYdCA8UghR8QaR/,348415,4,3,2,4,3,2.0
235,LdUEff.EeiXonl38pyO.8a.ihR0-/,340877,1,1,1,2,2,1.0
236,sWyoZ0aBYjmkw2QKlEh1jw--/,162855,3,5,5,5,5,3.0
237,OcgKy6WVdCKSVPXOXlc-/,328746,1,5,2,4,1,3.0
238,CVFI_EOfdiZ0KE6ZQ4q.7r8-/,331714,4,5,3,5,4,4.0
239,DSN94vWEcCotqBSe7yLPQw--/,340019,2,2,4,4,4,3.0
240,3dBANfGbcTqvHw--/,325433,1,1,2,2,2,1.0
241,WvopWKCPYDQrx6T7IFbX/,330088,4,5,5,4,5,5.0
242,qUsj6tefdiagk85o/,324944,5,5,5,5,3,5.0
243,lPMGQqKddD2LAJm43s_1Gds-/,327080,5,2,2,3,3,3.0
244,bMJMGCWMI3sOZFjW/,340494,4,5,5,5,5,4.0
245,dGR._yCTeyqaQdE-/,323849,5,5,5,5,4,5.0
246,ZBY7RHiVd3ntrTkTyRYE/,324197,2,3,2,4,3,2.0
247,KZosZrqCdCT7UA0Y0g--/,329293,4,3,3,4,3,3.0
248,6TChjhuPej0vPY4tCPWX40CP/,338127,2,4,2,4,4,3.0
249,FXWjQdSXSiOD1EqAoJ.w/,329978,3,4,2,2,3,3.0
250,VgIMsnSFYD5v9sfhtvt3Hw--/,324563,5,4,4,4,3,4.0
251,RLtyt0qCdCVUmHPH4CqWchA-/,334577,5,5,4,3,3,3.0
252,uskeDHiPYCOFRs6JdSuWaKcF8q.7/,328519,3,4,2,3,3,2.0
253,f4LR74eRbTdEJfHndw--/,327939,2,3,2,2,2,2.0
254,TCkSKaCZeCfA1JmwOQ--/,341644,3,3,3,5,4,3.0
255,0KLfcRydbC8cIOGN_8H0c2Fug5A-/,344381,4,4,4,3,4,4.0
256,dqM37CeVdCixusokmgSfDg--/,341460,2,3,2,2,3,2.0
257,ne6K9lWEcCqgxPmfkg--/,333193,3,5,5,5,5,5.0
258,LC7vbA.CZiaiNwNUGW9l/,343276,3,4,4,5,3,4.0
259,nEtYExSCeiPeJ.9XqCMf724naYw-/,159561,5,4,5,5,5,5.0
260,B2eOz5GXfiU1vhKEAZA_/,239348,4,3,3,3,3,3.0
261,psyj_O6RfCuBbtS8zcd./,237887,3,4,4,3,3,2.0
262,O..tBQqQfCISxlWCpNw-/,345853,5,4,4,3,3,5.0
263,UqTy8G2efCP27pxoeIg-/,323420,3,4,2,2,1,3.0
264,xY_rlJmfeyGTyQF4/,340850,3,4,3,4,4,4.0
265,7UTTCrmfeyFGZtLgQ39YiQ--/,329908,4,4,5,5,4,4.0
266,xwrIWNiefDy3oP1pWlkhR9hd/,331380,2,4,2,3,3,3.0
267,Ez3RwHmffivksZvAPjx7gTaTU_Y-/,342205,1,4,1,3,3,1.0
268,8RgMqtebdCeYwEayKZJUPQ--/,325829,4,4,3,4,5,3.0
269,l392s3yCcC.kDxj0dw--/,329493,2,4,1,3,5,3.0
270,wkNromuCeiAsmpxxDTBkZDs-/,346540,1,2,2,5,5,3.0
271,_JKORtaefBEY9mvaaIg-/,325798,5,4,3,3,4,4.0
272,ed18A2CbcCLhF4e3EBcr/,318904,3,4,3,3,3,3.0
273,KwHj.A2YdCFQnL8-/,337142,2,2,1,2,1,2.0
274,rxBQhmabchGy838p7Fgq6u4-/,162566,3,3,4,4,5,3.0
275,xZH5dsaSejtopknzpOR00wB.8qFP9Q--/,162585,4,4,4,4,5,5.0
276,nTOu49GbYCUH1hby1Ag-/,318642,4,4,3,3,3,3.0
277,zAJ329CdeyfgChEXe8RqM_dmB7Q-/,23363,2,3,2,3,2,2.0
278,EVxA7XyBfCCbr6oIVstWOb4-/,325438,4,3,3,4,3,4.0
279,eYYfPXiZdiswtoIY.2EQCA--/,343276,3,3,3,4,3,3.0
280,qC91ynOUeiDbMIzAqkL.nYrs/,335872,4,5,5,5,5,5.0
281,eYYfPXiZdiswtoIY.2EQCA--/,337841,3,4,3,4,3,3.0
282,LzDa7QybeiElJbIqF9tWwg--/,22678,4,5,5,5,3,5.0
283,KdOY7kmbfDoRGJFB2uncffM-/,329605,5,5,4,4,4,5.0
284,LgV6OSWceiQJct2m4Urg/,320064,1,2,3,3,2,1.0
285,uynvlridcCDYFg5Zsg--/,327498,3,4,3,4,3,3.0
286,MetYfiKBfSfUalxeg0sEbrMA/,325391,4,5,5,5,4,4.0
287,hsM4HNybej26rQY-/,339107,5,5,3,4,4,4.0
288,.SFQn0abf3ybTBkx58FWMw--/,328167,1,3,2,3,3,2.0
289,fwJN.POdSiOB58wlITpZbENX/,326289,4,4,5,4,5,4.0
290,iBtdDy6YdCkn5_XrYivyb44Bew--/,1220,3,4,5,5,5,4.0
291,30WGwZKFfSefdvP.N0Y1_w--/,340856,4,5,3,3,3,4.0
292,oZJ_k7OXfCWs5IPc5fjn/,323643,1,2,2,1,1,1.0
293,5WONWmeEfC1b4wjJ6.NLBDnicw--/,19207,4,5,4,5,4,4.0
294,.N4kT8WCZjtwYJdlzN5JsZZK/,337257,1,2,1,2,1,1.0
295,MS3JDwSQeCBc.xuZolk-/,329767,3,3,3,4,4,3.0
296,2xv9AoOXeyfm5FC0BoG7/,339817,4,4,5,5,4,4.0
297,amn8fIuFcDfZsMGky9GazeA-/,319767,5,5,4,4,4,5.0
298,vKpCnGmOJH7COE1e8S0-/,326551,4,5,5,5,4,5.0
299,6nBUWKWbZz1E7ysZ/,327926,5,4,5,5,4,5.0
300,v9a1riGFfScYLm5wu0Z1wOcRryY-/,332757,5,4,5,5,0,5.0
301,ORiAqFSVfSsba_zy3zu5.ieYoDzP/,327802,2,3,2,3,2,2.0
302,8SHH3JubdD2e4RM5ZyVDbvJj81JB46qPi609/,336758,4,4,4,4,3,4.0
303,mK_d5m2bdDz3X98DvdSYiXG9LX0-/,322931,1,2,2,3,1,1.0
304,A1YVXcqCdDyofofT0hsxeK3oYw--/,341768,1,3,5,5,5,2.0
305,uPlXwfqPYCNyR.IFzD6J.w--/,346264,1,1,1,2,2,1.0
306,0uYz1fGbInh12A--/,336736,4,4,5,4,4,4.0
307,l3cPq0uYejzJJuyXWf3oLQ--/,326308,2,3,3,4,4,3.0
308,M2uDT_SbfCfTJ9QqygukOw--/,325317,4,4,4,5,4,4.0
309,ulyLY0iXcjuJYlsKZ9rdPVu4u2meqfDFFSiWAox.cQ--/,1220,3,3,5,5,5,4.0
310,qDRdxKuCZjtGz9jn.25kjB8-/,332832,1,3,1,1,1,1.0
311,AZAyn7eaejh0WmSfwQy9_cUsKVLHE5Qa0O_BhaNnHQ--/,337257,4,3,4,4,4,4.0
312,nchz33SCdCWOmciusHsasdQ-/,322482,1,3,3,3,2,1.0
313,gQ1LYI2PdCy7ogywyT0-/,326508,4,4,3,3,3,4.0
314,FyFTmtCbfDyxTnB.YN4-/,339119,3,0,0,0,0,3.0
315,0puJJx2XeTqef999.g--/,333189,3,4,1,4,4,3.0
316,rG.aHLmYfCvEBGz14g--/,332137,1,4,1,2,3,2.0
317,8C38.WKCfy2ocoMNwQ--/,332244,4,5,4,5,5,4.0
318,zWWwWP.fZCba400MxOT8/,339690,4,5,5,4,4,4.0
319,VucwyLGYejygRH5IneWv6g--/,332371,4,5,5,5,4,5.0
320,WjZBZuGPSiOzyrE6oYmr2g--/,338644,3,1,1,3,4,2.0
321,kQzWrPWFeCHivToNXr8vz.IWPSHJY76VmPoHxtg-/,329022,4,3,3,2,2,4.0
322,pdxlS8WXeC9ZkSCpRV8-/,338644,1,5,2,2,3,4.0
323,DNcT6q2UeSHOAuoJcaJmxiI-/,318646,4,4,4,3,4,4.0
324,a.TKdquFYSGKddRqyYA-/,331103,2,4,3,5,3,3.0
325,MqNXEQGddCcGYDVcrIcQEgHD/,342444,3,3,3,4,3,3.0
326,mVU.tlyBdCJfQooTnmc-/,318849,5,5,5,5,4,5.0
327,c4HzNV.FYS.BCF24NnimnLg-/,337482,4,5,4,4,3,5.0
328,ntrLX46BeiCtj4Mu_c5GLzE-/,340494,1,2,1,1,1,1.0
