user_id,item_id,story,casting,direction,images,music,rating
NTEVzImBYipYcEiVUA--/,333831,4,5,4,4,3,4.0
NaGcbjubdCfxWzJYhCbPdhl.zYm0/,332286,3,3,2,4,3,3.0
J0B4MGKFe39aW2i3ywor/,337723,4,4,5,5,5,5.0
jX1a3meSdDhVdm2a.SyDfSBv/,328967,3,5,3,3,4,3.0
SY3MucyFdCWSJNzosfiu_CFYgX0-/,337737,4,4,4,5,4,5.0
MICQY3SeJHhsnisqUA--/,328169,5,4,4,4,5,4.0
mycQ_EWFdCXRxfwLbLFmlGpiFXGh_CQ-/,335826,3,3,3,3,4,3.0
Eq6it8yFejpqGnkeJyE-/,326227,4,4,5,3,4,4.0
L9Vy88WPdD0rnJZ7NtROBl3LIBxD6.Y-/,334768,5,5,5,4,5,5.0
FqG3.U2bZibFENLFgtNd0w--/,343343,1,2,3,3,1,2.0
6JvMB4uddDqgr8Oix1qkGG4pEtILVQ--/,320424,5,4,4,5,4,4.0
di0aLgiCYDrkMkt2N6GICv4-/,327529,1,1,1,2,2,1.0
DfS4glCeeiCY7bmSTyWk2A--/,148901,4,3,5,4,5,5.0
WWdeEaqPYDyA3ZRbj4RXJg--/,328357,4,4,3,4,4,4.0
74mm4DCBdDy7tzImbmDt3dVu/,335875,3,4,3,4,4,4.0
IjX0rzaVeSeG2fEDXg6J/,328167,3,5,4,3,3,4.0
1euluYaFYCGt1ZvPS2lBvac0j4BIgw--/,334832,4,5,5,4,5,4.0
ZzgPH7GXZydItALkjkw-/,335453,4,4,3,3,3,4.0
zsrCkqaQYCNAU2Dcofva_A--/,341293,4,5,4,4,3,4.0
O3WW4ISdey_T_2M-/,332731,5,5,5,5,4,5.0
4onQDB6VbCHa1LXuOw--/,335872,1,2,2,3,3,1.0
at5rji2efCM.E1E3ppPS/,161271,3,3,4,2,2,3.0
mlzQwguFdC1RfpTOqBlzGw--/,326746,4,3,4,5,5,4.0
f3qAjliFcCv2fysADcyhLg--/,332661,4,4,4,5,5,4.0
MS0qjpiddDSRcwNmQhk-/,342770,5,5,5,5,4,5.0
o5_g1RyFcCCjU_xR_ppd/,240710,2,2,1,1,1,1.0
WtwVcw6dcDxuUsX1jbQJQgU-/,329493,3,5,2,3,4,4.0
B5b2vWqUcCAxcTmRIr8LcAfh/,328975,5,5,4,4,4,5.0
Bh.IhhGdeiU4yCyxZbqB3kZWJA--/,334516,2,2,2,3,2,2.0
YV880k2Pej1Wn.twxInzfUI-/,334016,4,5,4,5,4,5.0
.In..euFfTfp5LlOz2kCNA--/,322114,1,2,1,2,1,1.0
wQmFSlWbdD2QEw7Czt4-/,331238,5,4,5,3,5,4.0
DaL94hGPdCNgBD4lRcXPCjY-/,1702,5,5,4,3,5,4.0
KmMAt6CefDx5hcl6wUM-/,7018,5,4,5,5,3,5.0
hFz6sSubdD2ROjZCfr3YlfGV/,335900,2,2,2,3,1,2.0
86N..4WCdD_Hkdim030-/,323478,5,4,5,5,5,5.0
.uTa67mGZyvjOqnFmw--/,322605,1,4,2,3,1,2.0
bGipK_ycZydErVG_6g--/,343319,1,2,3,3,1,1.0
W9WLBZaXbDsySfvoBvboi04-/,322539,2,3,2,2,2,3.0
9fFNqLCddDx754crdMwQNw--/,13780,4,5,5,4,4,5.0
JRc354GdfDrXTLneolJSP10-/,327529,2,2,3,4,5,2.0
7kHlyW6UbDs0NxFnmhMgDjzJA0A-/,323681,4,5,5,5,5,5.0
I5hDqQ2UfCAa4rdrKw--/,324946,5,5,0,0,0,5.0
oMGup.GdeiNxjEhjsHjI9SiA3teF/,336899,5,5,5,5,4,5.0
0WmaA3CCdCPRDJijCfOlAB0-/,330282,3,5,5,5,5,5.0
IT3Sfq2cYCKEBVT3VBbA3wNyluY-/,327082,1,1,1,1,2,1.0
otz.YBmFdDhbYStXA0ITFTkWiWbKjg--/,333868,1,4,1,2,2,2.0
tiXq4EqdejoL0RQBhcifpLk-/,322251,5,4,5,5,4,5.0
.elPjZWefDysjgfKmMq9cA--/,326624,4,5,4,4,4,4.0
s8ErR8.eeiFspRAnSw--/,324897,3,2,3,3,4,4.0
frWbluucYCAS0MB2d.o-/,4572,3,3,3,3,4,3.0
dnOG0kWHezdnhvTRIQ--/,332286,4,5,5,5,4,5.0
5FEDY2mbdCMuf2hfTw3SM88-/,333578,2,2,2,3,2,2.0
Hh0voVaSeiE8jAMAJbwKaitsZg--/,323990,2,5,3,5,3,4.0
zDGpxxiCYT0tSov_0FsbZvA-/,331765,5,5,4,4,4,4.0
7DZS8labeiBPmumhLQ--/,328806,3,4,4,3,4,4.0
3TO8kJGUdDa0kEr19IVN/,333057,2,3,2,2,1,2.0
qdNT.NiddDQs3XsCU4hwHyM-/,336110,2,4,2,3,3,3.0
M4dF5rORZX7Xwf1ZBNSldaoMsQbZuw--/,335572,1,4,1,1,1,1.0
abJAwK2UZjfmVBv3Vw--/,327082,2,2,3,3,3,4.0
6PHvZ56XcSzAxOk62A--/,329176,3,4,3,3,3,3.0
7dMmZz2VYDpOMfW3XTU-/,348610,4,5,4,4,3,4.0
o0YPqOKbfCNNiYb103hpTC9m/,153241,4,5,4,4,3,4.0
Ly9WoMSdYDQhQphQc4eQjyVS_fk3c53WN84-/,322208,2,3,1,2,1,2.0
SOAr1uuedDx4T11TeAdmaWrF8y_CCn4H/,326746,2,2,3,5,3,2.0
40btECKTJ3tha3ntYCCB/,337733,3,4,3,3,3,3.0
28m8RcSCdD9UBR6X/,342620,3,4,3,4,4,4.0
etLQQF2ffiGgRcUn9w--/,336173,5,5,4,5,5,5.0
iXHOqhCCYRFj2DX8/,326032,1,4,3,3,5,3.0
z8HNaBKbfDfhwnJF3Ze.dzLI/,341767,2,3,3,5,3,3.0
IzuYYgWXfi9X4uArMko-/,325652,3,3,4,4,4,3.0
Vg.da3GecCKelKmogBZP/,162875,5,5,5,5,3,5.0
M.fiiQqdeie8w3gL.zKR/,334036,3,5,2,4,5,4.0
RwseyoqYZj.r1fIjNw--/,324408,5,4,4,4,4,5.0
CjdalKWCZDosyMIsqA--/,333654,3,4,4,3,3,3.0
3zjwXNuCdDpTP2j73xdFQA--/,325627,1,4,2,4,4,2.0
6rkhEiaPdD0lmBe_8lFeJ9M-/,324444,4,5,4,5,4,3.0
6A7bpkWCdC1wmnKr/,336557,4,5,4,5,5,5.0
gkE1pcmHZC.WQP865w--/,328224,2,5,4,4,4,3.0
xAnr7fCXeC_CtnR6gmet2MkFLQZzDA--/,336357,1,2,1,2,1,1.0
si1SPnuYennmskiFwbvf/,340605,4,4,3,3,2,4.0
I_Ka5W6dfz4weRmwSA--/,338649,3,3,2,1,1,1.0
51VMmh6EbCFjSf142qg-/,343946,2,3,2,3,3,3.0
Ksc.uWaPYCf.PCXdCgcA/,322816,4,5,5,4,4,4.0
FL.LX5CbfiWRnmhv.Q--/,84130,3,4,3,3,3,3.0
PiKW5VmBdCCQfv0h/,333967,2,2,4,4,4,2.0
JRc354GdfDrXTLneolJSP10-/,330473,1,2,2,4,2,2.0
CwZgw3CVfSceR8hR9O0aD10-/,328581,4,4,3,3,3,3.0
s1.UCZKFfTdGdjAu/,328843,3,4,4,4,3,4.0
KySmOuiCdDa5Ollj/,327079,2,3,4,3,3,3.0
l.S2OfKUZyFBPeECs3LhtKgu/,325325,4,3,4,3,4,4.0
4EAPCOKbcib4WRLv5Q--/,342620,3,5,3,3,3,3.0
MyJ7s9uVeiF2s0ZvH6SIUMyzl.RT/,335039,3,4,2,2,2,3.0
nTOu49GbYCUH1hby1Ag-/,342160,5,4,5,4,4,4.0
VZE7qP2efDz5EOQzFizZSg--/,328795,2,2,4,4,4,3.0
sTCf.smfez1HGsULi7WP/,327066,3,4,3,3,3,3.0
_VZCmNaefz66KtNfSg--/,336110,2,4,3,2,2,2.0
lO75awSddDzNnV4y_0o8/,339107,3,4,3,3,3,3.0
RDM_gNyFey9dEIRm/,326538,3,4,5,3,3,4.0
MxjvzKaXeS_WsNlqnGSrAQE-/,235845,4,4,3,3,4,4.0
h6gYtZqcdD7YGCGW1dQQKOM-/,86167,4,5,4,5,5,5.0
jX1a3meSdDhVdm2a.SyDfSBv/,333641,3,5,1,2,3,3.0
MWcssfqSdCD8zWt1SUAB43U-/,342454,2,1,1,1,2,1.0
nqIcnxOddCTkTfVcIw5O.qI-/,339230,4,3,5,5,3,5.0
8Xj1rIGefDxn4.K1g9DtQlS5Uog-/,326550,5,3,1,1,1,2.0
MUA1tvCGfCsrFReXRtXr9ecPB08-/,239779,4,5,5,4,4,5.0
8v5ARw.GcC2OUSOvQkGuCZAMCmJAUosw3k27/,328191,1,4,1,1,1,1.0
A2w.1o6RfD2OrNQ2j7w-/,332002,4,5,3,4,3,4.0
TOITRQSefDy7RXqLipsv0A--/,328207,1,5,4,4,4,3.0
TP95ZV.bdCKaXY5oxaM-/,344584,5,4,5,5,4,5.0
qhofjw.PdCC97cLj/,348304,1,2,3,4,3,2.0
hFz6sSubdD2ROjZCfr3YlfGV/,6417,4,4,3,3,5,4.0
0GAENoOUYCP_WlA-/,330593,1,3,3,4,2,2.0
tzPNt4aebCr3Gedy7Q--/,347931,2,5,2,4,5,2.0
SQsqotiddCGszMGdSfrtiA--/,323212,3,4,4,4,3,4.0
q4dhHPabdCU1Jmx2Kwc8TMA-/,327272,2,4,3,3,2,2.0
v1d6HlKVfSEqYlCVj4jNIRDQ/,240392,5,3,4,3,5,5.0
Q.qJP86acC8qnLhxmKm_k8IA/,323681,5,5,4,4,3,5.0
nHgSPWGFcC9pUwHRRioL/,14993,3,3,3,4,4,3.0
azdJxnKVeiKQ66ggTg--/,334878,2,3,3,3,2,3.0
cDqxMi2RdCOezIYwLAo-/,325097,3,5,3,3,3,4.0
Hoh_SQyadCovzq9LHA--/,336872,5,5,4,5,5,5.0
hQuMh_2BeiHVWP6VU3nTU1pd/,84470,4,4,4,5,3,4.0
I72oLIuZeiYA6svnJBA-/,334197,4,1,1,3,3,2.0
qONA.FebfCAhRaKZEw--/,334187,3,3,2,3,3,2.0
tQ9nOd.PYCXttAkD3eTinDk-/,23335,5,5,4,5,5,5.0
CuihZbiPdD0Cy8uKpiWSmdN8pKDXq33GVw--/,335765,3,2,2,3,3,4.0
7nv3FnObe3yJp6677Q--/,325318,3,2,2,2,2,2.0
UcqTKOqOeCkZC4kFIA--/,330813,2,3,2,3,3,2.0
N.o15kuDJHpmFsUPTg--/,325097,4,4,2,2,3,4.0
28m8RcSCdD9UBR6X/,335925,4,4,4,4,3,4.0
6H_30a2GeiCVwANkFcg-/,323987,4,5,4,5,5,5.0
RLonWRGQYCVdNQIQJmyFyg--/,336591,4,5,4,4,4,4.0
q4dhHPabdCU1Jmx2Kwc8TMA-/,324899,4,4,3,3,3,4.0
kSRNTpmDeCdDxwSDSgiYOQ--/,17898,5,4,5,5,5,5.0
dHSFNhuXbC.9ntPQCA--/,332546,4,5,5,5,4,4.0
fv4zI9GcdD1fexuU23fCP3k-/,332153,5,5,4,4,5,5.0
k7QWXMqBfSjvLrPtng--/,330690,1,3,1,3,5,1.0
tgyBkMCZfS_0iPY.Ido-/,328357,5,4,5,5,3,5.0
DvdAjK6bdHyQ0iUsQA--/,336818,4,5,3,4,4,4.0
Btf0DRiQYCXPHHoy.Eu3uFCeqA--/,334016,3,4,4,4,3,3.0
g.uFIUaEfCFw6D1cq3gb5A--/,345881,1,4,4,3,3,3.0
K97iLqaPehEziBc-/,331054,3,3,2,3,4,3.0
5ZtrC7KEdiB5gnTlDA--/,325635,1,3,1,3,3,1.0
rlUlrzKFdCEpHg2FhZk-/,323641,1,3,1,4,3,1.0
EPD0Gr6FdC26A8RJHUTrjH6QuQ--/,324899,3,4,3,3,4,4.0
ZukNmZCdbCH__.4IxIfMMlI-/,329809,5,5,4,5,5,4.0
Vg.da3GecCKelKmogBZP/,320646,4,3,4,3,2,3.0
0pg7kVeedDxLCqJzhuK9DT8-/,336172,4,3,3,3,5,3.0
BjiafWiFfSHcDAabwjcR/,344434,3,4,3,3,4,4.0
iv8U572YdCVuUfVVXMFn/,332771,4,5,4,4,4,4.0
ubt9fzifZyfspBeQR1WvXdpPCAE-/,329296,3,2,2,2,2,1.0
DkUbQB.VZztSoKN0l19m_fNpLBvh7g--/,348085,4,5,4,4,4,4.0
ibO6iqCefDxwZ2ry_hOZX9yw/,323641,3,4,4,3,4,4.0
uGcvI3.VfCB5nVgPeg--/,328056,5,4,5,5,5,5.0
.syc6E.YejrBlR7TFg--/,332669,3,4,3,3,3,3.0
OKIJkcmbdj.7NzWLIbwnB2bpIGbs/,18665,0,0,0,0,1,1.0
S0PbWl2QfClCkj.cQMo-/,51439,4,3,3,4,3,4.0
M1v43_uFcCe99wNFzFSr/,330434,3,4,4,5,4,4.0
7S6g0E6fYi.vZoSDPg--/,341770,5,5,5,5,4,5.0
eEta6S2dcCdRgaQ7fwVpGQ--/,341293,3,3,2,4,3,3.0
_k1NRPqbfCVokCQJfxE-/,345946,1,2,1,2,1,1.0
a2As4EibdHnDzkp2eT8-/,324027,4,4,4,5,5,4.0
_e88unSCdCV_prWdypV7lhja/,85122,4,4,5,4,3,5.0
vW0nLVWFYD5az7yo2pp657EZ/,342371,2,3,3,3,3,3.0
u3ex7n6efD3n4iq6.TKi9DQ-/,330008,4,4,4,4,3,4.0
qVKjdl.VdD7E7MHDTA--/,329493,3,4,3,4,5,4.0
JBo8kDWFbC.6w6YPl58a.skf/,344303,2,3,4,4,2,3.0
o9pbtN6CeiVf7mtW2r4diH9Jyx6n/,327079,5,3,3,5,4,4.0
yZhvCtKdejwlllUtjeA-/,84349,5,5,4,3,4,4.0
kLQI3RWFfSe2y48SqkM-/,160132,4,5,5,4,4,5.0
xG9wj16ZcX.cL1857FAk/,331621,5,5,4,5,3,4.0
V04p_QKdYDtbi3Y3BV8-/,343960,5,5,5,5,3,5.0
hNaroqKdcCeokX93udeC1NPlKQ--/,322085,3,4,4,5,4,3.0
VysGapyVYDQtTV.cuw--/,22807,5,5,5,5,0,5.0
P9V3JI.eJzoCRliW.W0O/,321511,3,4,3,3,3,3.0
l6AHw_WDfj4jxwY-/,328960,2,4,3,3,4,3.0
tnAyZYeFfScFi5fhCd4i3cwt/,324563,2,4,2,2,2,2.0
UH51GVOSZzoPI6cM3Q--/,326289,2,4,3,3,3,3.0
mhe3NNCBZikjwkZFyg--/,335596,1,4,1,1,2,1.0
sQP4DQmFdDwWts7o_oXqeQ--/,334197,3,5,4,4,1,4.0
6r3t.r.bdCo1.CXCAMMI8A--/,322363,5,5,5,4,4,5.0
dHSFNhuXbC.9ntPQCA--/,326246,4,3,4,5,4,4.0
5Na_FziDSiWOKXo-/,338753,3,4,3,4,3,3.0
0pYVx6CScCsK8GNJpvlV9A--/,336357,2,3,1,4,4,3.0
IHuBOUaXZy8jk9vLZmrVMdZe/,343085,4,3,4,4,2,4.0
JRdtNg2FfDzFiFoAjJYJkD0-/,327455,4,4,4,4,3,4.0
85yTyhmdfSMq_GlWgfllnA--/,343237,4,3,2,0,2,3.0
OxqguyGYcCXd_auAXOf.gPg-/,329418,4,4,4,4,1,3.0
9sTCMZ6TdzzS77tJOQ--/,341532,4,5,5,5,4,4.0
rEM4dm.EfCHoRjcCRA--/,332107,5,3,3,4,5,5.0
I4UbdO6VfS9gJfrvPNKtvMY-/,332848,4,4,4,5,4,4.0
5gF.Gb2bdDc6uX8I1wDytsMwzRnNjg--/,344584,5,5,5,4,4,5.0
YctoSnWBfCLwvbkfFC9UPIVe.w--/,339915,3,5,4,4,4,4.0
G3yM4QOScD0nZCitcR_jEsNyAQ--/,26252,3,4,2,2,2,3.0
I3udOnyceiU406.vG47GLWQ-/,321184,5,5,5,5,4,5.0
4bLa.22Cfixs3lBOUA--/,324782,2,2,1,3,1,1.0
8lVyXlaFfSesu5z7kDgc.9k-/,328207,2,3,2,2,2,2.0
E1euDYSPdj8-/,333828,4,4,4,4,3,4.0
UVXx7SGEbCE9smQ0EQZfFJA-/,162764,5,5,5,4,3,5.0
1tvKhpuVfStLW_Xh7iOHc19yU.tc/,319349,5,5,3,3,3,5.0
y9kyMyGPeiGmQVz5wPWL/,325638,2,4,1,4,3,3.0
Gg4.UDiYdCC.JlejMLdVdznor1_0/,338140,5,5,5,5,4,5.0
4b4FzWKcfDhsN3Q-/,87913,5,5,5,5,4,5.0
ArDYsf6CcDqWV.hHEQ--/,338758,4,4,3,3,3,4.0
XcaGapmdeix3pu1BEZYZDMHBgQ--/,152607,3,5,3,3,3,4.0
we7th0GSdCfJuWAsUiRX/,20124,4,4,4,4,5,4.0
jgvrpLWdfyUpvv0-/,320447,3,5,3,3,3,4.0
28m8RcSCdD9UBR6X/,328547,4,4,3,4,5,4.0
BwJ8ZyKYdCxS6ZkOblWkWzc-/,347420,4,3,4,4,3,4.0
P0k8i1ebejypp7wlGzjtNlOngfsH/,326289,4,5,4,5,5,5.0
Jh32G_CbdH5Q7SNXt.8OZMQsqQ--/,4998,5,5,4,4,4,4.0
X3_Evb6VfTttRYN9eQjg1r66Nf7BQt0-/,319259,3,5,4,4,4,4.0
HP3jC5KfeyUM4MEUQG7Dlg--/,325785,2,3,2,3,2,2.0
t7XHFHmGZydOHb44I_rbuynDMTw5TQA-/,336591,3,4,3,3,4,2.0
X4Jnh5qFejxazyesfw--/,329897,2,5,2,3,3,2.0
5JxPanKecSFF3Qk7kNm.adA-/,331000,4,4,5,5,5,4.0
jgZlO.ydcSSYsMPYRQ--/,326442,5,4,5,4,4,5.0
eSvFpl.Xfie9X1QifAAO1Q--/,159812,4,5,4,4,5,4.0
eYYfPXiZdiswtoIY.2EQCA--/,23378,3,4,3,3,4,4.0
c8WOuaeMfD7fPsfctFKYALH3/,330288,5,5,5,5,4,5.0
_7DRdhmEdC38unPK.YLKUhiK1g--/,326289,4,3,3,2,3,3.0
K6IxCsCbfD2imjlj6rT1Aw--/,321599,4,5,4,4,4,4.0
x8U_0Uedejse02PJO1H8E6k-/,333402,3,2,4,4,3,3.0
BikgySGFeydqObK3/,324190,2,4,3,3,1,2.0
EH651MmCdjoVako-/,345033,3,5,4,3,4,3.0
3uvzejubfCVRjhqkzmfq/,336899,5,5,4,4,4,5.0
U_SFh2ObdCeIxPlRsiwTnw--/,330551,2,4,1,2,2,1.0
.y_wLUGdejeVY_n7NVVaiCyEzQ--/,330560,3,0,0,0,0,2.0
X3_Evb6VfTttRYN9eQjg1r66Nf7BQt0-/,325794,4,4,3,3,2,4.0
zt0p3PydcCvhC6Uh9kj4/,326554,4,5,4,5,3,4.0
ViB6H8CUeiDnDRndsag-/,343336,4,4,5,4,5,5.0
Jyg6vSCYdCbew8KyzRM-/,325627,2,5,3,5,4,3.0
0XyMnoyQSiVq_TPgoig-/,334576,4,5,4,3,5,4.0
X7f_sSGfbC.bM3dRnjh_w4mFISA-/,331547,2,3,2,3,3,3.0
eYYfPXiZdiswtoIY.2EQCA--/,328966,1,5,2,3,3,3.0
YpAyejWRfCDWMaOK9GqJTPCL/,326232,3,4,3,4,4,3.0
Hh0voVaSeiE8jAMAJbwKaitsZg--/,340335,4,4,5,5,4,5.0
WMLg7vaScC3ncCnoNytwKg--/,325622,4,3,4,2,2,4.0
OM9LyvScYCDU1ssl9_cJ/,325995,1,3,2,2,3,2.0
yGI033yCcCvI4a5Vcw--/,322293,3,5,3,3,2,3.0
4BEjKe6ZeyvS2AUjK6p3BxQMsA--/,340611,4,5,5,5,5,5.0
7HnE3wePdD0am_42UmsVpg--/,325652,1,2,3,3,2,2.0
t0dOKtSdeC8ncprU0YqfljU-/,330418,5,5,4,4,3,5.0
C4CU3.OFYS_nIpNyx0nQL2Wq0IWZCm4r/,22238,3,3,4,4,3,3.0
KMIeNIycfCDLjdd1ZQ--/,329493,4,5,5,5,5,5.0
EBu0xJSXZjvYKxYq0aWo9cO7HA--/,321911,3,4,3,3,3,3.0
vKbRiR2EZDy9lEA2EA--/,339143,3,4,5,5,3,5.0
KNTR9qqFfCnAfy0Wb8jpQfUHU6k-/,327253,4,5,5,5,4,5.0
ow_azdOEcCGvrXcM7g--/,22155,5,5,5,4,5,5.0
zyK8OXOGfj5PTOzEpQ--/,326527,4,3,4,5,5,4.0
9oWaONOUejeoRgjdK70CT0Q-/,331288,1,3,2,4,3,2.0
e3SIdGuQYCSRnkuTY2oWLEbc/,337245,4,5,4,4,4,5.0
MB6tTuubbCy98QU3rw--/,324190,3,4,3,3,4,3.0
k7GnnKadfDd.x6FtJhyBn.5iP2ho/,335568,4,5,5,5,4,5.0
HqSYQdeXcSdcniK4tuxXnio-/,326062,4,5,4,5,5,5.0
SBz87GaYcDk66Ji8nGU-/,335800,2,3,3,5,3,3.0
XhNlKumFYCB2i9GfWwtd/,332026,4,4,4,3,3,4.0
YIB6KCaFfSFIS1pSKVdwzWi5/,332328,5,5,5,5,4,5.0
HffUZzCddDpJhHmJwYlhQXHE0oo-/,334880,4,4,5,4,5,4.0
C72D8yaQZy8Zfy4mYvBM/,344974,3,4,3,4,3,3.0
.wngx3meZiTcQKXNfA--/,333402,3,5,4,4,4,4.0
2c9KAPKQZyFOLPcny6UxN3Q-/,335026,2,3,2,1,1,1.0
QDycyjOYbCTBNxkfCQ--/,341931,3,5,4,4,3,4.0
3h.pJq2CeiM_LvhbPA--/,332002,3,4,4,4,3,4.0
ho2.61uFcC30PMgGg7pIyBE-/,326699,2,4,4,3,2,3.0
0dfUI32EfCAJTIp8D0UIwb8H/,345368,3,3,3,4,2,3.0
rllesbGYfD0wwOpswjrp5g--/,333057,5,4,4,5,4,5.0
A.alQWyYdDfuyKgFD8mM/,328840,3,4,2,3,4,3.0
GfjdbhiCeiMqg5j8BcX3/,328448,2,2,4,4,3,1.0
99J.wRGMcCAbh_Tx/,162236,3,3,3,4,4,3.0
rG.aHLmYfCvEBGz14g--/,336791,1,3,1,2,2,2.0
